,Company Name,Comapany Website,Address,Contact,Phone No.
125,APETIT RUOKA OY,www.apetit.com,Maakunnantie 4 27800 Säkylä Finland,"Jussi Mylläri, Export ManagerExport ManagerVille Suojoki, Sales DirectorSales Director",+358 104024056
126,APITRADE LTD.,www.apitrade.bg,"3, Kuklensko Shose St. 4004 Plovdiv Bulgaria","Stoyan Zhulev, Business DevelopmentBusiness Development",+359 3296 9238
127,AQUATONALE SA,www.entremeretterre.fr,ZI Sainte Anne 56350 Allaire France,"Dominique Bourgeon, Private Label ManagerPrivate Label ManagerStephanie Dabin, Industrial and Commercial Development ManagerIndustrial and Commercial Development Manager",+33 299 71 84 41
128,AQUITAINE SPÉCIALITÉS,www.aquitainespecialites.fr,10 Rue des Bruyeres 33450 Saint-Loubes France,"Aline Ouvry, Export ManagerExport Manager",+33 623 531 727
129,ARABATZIS MICHAIL S.A. HELLENIC DOUGH,www.elzymi.gr,1st Street Industrial Area of Thessaloniki 57022 Thessaloniki Greece,"Sakis Ignatidis, Export DirectorExport DirectorDimitris Gialamidis, Chief Financial OfficerChief Financial Officer",+30 2310 723440
130,ARANYNEKTÁR KFT.,www.fulmerapiary.hu,Vorosmarty Utca Hrsz 2438 2336 Dunavarsany Hungary,"Botond Takács, Export ManagerExport Manager",+36 24483122
131,ARCADE BEAUTY,www.arcadebeauty.com,44 Avenue George V 75008 Paris France,"Virginie Gosselin, Sales Director Retailers EMEASales Director Retailers EMEACandice Jagut, Business Develpment DirectorBusiness Develpment Director",+33 153 656 280
132,ARCASA S.P.A.,www.arcasa.it,"Via Prai, 23 35018 San Martino di Lupari Italy","Elisa Tiberto, Commercial AssistantCommercial AssistantElenia Padovan, Direttrice CommercialeDirettrice Commerciale",+39 049 9325305
133,ARC EN CIEL SOC. AGR. COOP.,www.arc-en-ciel.it,Via Roma 108 10070 Cafasse Italy,"Mattia Giudice, Export ManagerExport ManagerMaurizio Giudice, AdministratorAdministrator",+39 012 3416009
134,ARCHIMEDE R&D S.R.L,www.doctorneu.com,Via della Meccanica 1 41018 San Cesario sul Panaro (Modena) Italy,"Lucio Panizza, Chief Executive OfficerChief Executive OfficerAntonella Vaioli, Product Marketing ManagerProduct Marketing Manager",+39 059 9775460
135,ARCPLAST PLASTIK AMB. SAN. VE DIS TIC. LTD. STI,www.arcplast.com.tr,"Istanbul Deri Organize Sanayi Bolgesi Guderi Cad. No:16/A Ozel Parsel, Tuzla 34950 Istanbul Turkey","Esin Tatci, Export ManagerExport ManagerEmre Kilinc, Company ShareholderCompany Shareholder",+90 216 415 4400
136,ARDIGAS GMBH,www.ardigas.com,Peter Mayr Str. 15 39054 Klobenstein (BZ) Italy,"Barbara Profunser, InhaberInhaber",+39 0471 356102
137,ARDO N.V.,www.ardo.com,Wezestraat 61 8850 Ardooie Belgium,"Klaas Mouton, Group Sales and Marketing DirectorGroup Sales and Marketing DirectorHans Vanhove, Group Sales Director RetailGroup Sales Director Retail",+32 51 310621
138,AREI - ULFPI,www.arei.lv,Struktoru 14 1039 Riga Latvia,"Inguna Gulbe, Managing DirectorManaging Director",+371 67552909
139,ARES BRACIA MACIOLEK,www.sausage4dog.com,Twardoslawicka 37 97-300 Piotrków Trybunalski Poland,"Kamil Cichecki, Export ManagerExport ManagerAnna Owczarz, Export SpecialistExport Specialist",+48 785 111 404
140,ARGAL ALIMENTACIÓN S.A,www.argal.com,"Carretera Mollerussa s/n 25242 Miralcamp, Lleida Spain","Iván Alcazar, International MarketingInternational MarketingEsteban Escuer Martínez, Export ManagerExport Manager",+34 682 608 927
141,ZPH ARGO SP. Z O.O.,www.argosweets.pl,Wiejska 16 37-100 Łańcut Poland,"Mariusz Sito, Export ManagerExport ManagerGrzegorz Zuba, Commercial DirectorCommercial Director",+48 576 405 009
142,ARIMEX LTD.,www.arimex.lt,Kirtimu Str. 49 02244 Vilnius Lithuania,"Audronė Kulvietytė, Export ManagerExport ManagerRaimundas Tursa, Export ManagerExport Manager",+370 5 2601777
143,ARIX SPA,www.arix.it,Viale Europa 23 46019 Viadana (MN) Italy,"Luca Martelli, Export ManagerExport ManagerBenito Giacometti, Marketing ManagerMarketing Manager",+39 0375 832 111
144,AR KAGIT KOZMETIK SAN VE TIC A.Ş.,www.arkagit.com,"Aydinli Mah - Istanbul Anadolu Yakasi Osb Sitesi, 2.Sanayi C Tuzla 34953 Istanbul Turkey","Koray Kayhan, Sales ManagerSales ManagerTülin Arkun, Export RepresentativeExport Representative",+90 533 9157200
145,AROMA AD,www.arcont.eu,12 Kiril Blagoev Str. 1271 Sofia Bulgaria,"Dimitar Lukanov, Chief Executive OfficerChief Executive OfficerDaniela Belcheva, Sales DirectorSales Director",+359 2 9350207
146,"AROMATE INDUSTRIES CO., LTD.",www.aromate.com,"No. 59, LN. 156, Zhongzheng 3rd Rd., Yingge Dist. 23942 New Taipei City Taiwan","Henry Wu, Sales and Marketing DirectorSales and Marketing DirectorRuby Wu, Marketing ManagerMarketing Manager",+886 2 26772150
147,ARSAN KIMYA SANAYI VE TICARET A.S.,www.ultracompact.com.tr,"Yakuplu Mah, 59.Sk,No:41 Beylikduzu 34500 Istanbul Turkey","Mesut Kömürcü, General ManagerGeneral ManagerMurat Demir, Export Sales ExecutiveExport Sales Executive",+90 542 313 3375
148,ARTE BIANCA S.R.L.,www.panpiuma.it,Via del Trifoglio 18/22 30175 Marghera - Venezia Italy,"Massimiliano Anzanello, Chief Executive OfficerChief Executive OfficerAntonella Napolitano, Export DepartmentExport Department",+39 393 885 7158
149,ARTENAY BARS SAS,www.artenayfoods.com,Route Departementale 5 Artenay France 45410 Artenay Spain,"Maria Lopez, B2B ManagerB2B ManagerAnna Quesada, Export Area Manager Private LabelExport Area Manager Private Label",+33 2 38 52 31 41
150,ARTIGIANA GENOVESE SRL,www.artigianagenovese.com,Via Ungaretti 6L 16157 Genova Italy,"Isabella Monticelli, ExportExportSimone Amadori, Legal RepresentativeLegal Representative",+39 010 667 1233
151,ARTISTA CHOCOLATES,www.artistachoc.be,Avenue Mercator 10 1300 Wavre Belgium,"Bart Dero, Managing DirectorManaging DirectorBouchra Annassar, Business DeveloperBusiness Developer",
152,ARTVENDUM BVBA,www.artvendum.com,F. de Goedelaan 15 8000 Brugge Belgium,"Sophie van den Berghe, Sales AgentSales Agent",+32 495247980
153,ASB GRÜNLAND HELMUT AURENZ GMBH,www.asbgreenworld.com,Mittlerer Pfad 19 70499 Stuttgart Germany,"Harald Boppre, Head of Sales EuropeHead of Sales EuropeStefan Frank, Key Account ManagerKey Account Manager",+49 711 21576 0
154,ASIAGO FOOD SPA,www.asiagofood.it,Via S. Maria 7 35030 Veggiano Italy,"Claudia Lazzaretto, Export SalesExport Sales",+39 0495082260
155,ASIL S.R.L.,www.grandegloria.com,"Strada Tuluc Nr.1 Sat Costi 807325 Comuna Vanatori, Jud. Galati Romania","Georgiana Mocanu, Executive ManagerExecutive ManagerAntoanela Dumitrache, Export Import Manager Non Food CategoryExport Import Manager Non Food Category",+40 236 470 890
156,ASSAN FOODS,www.assanfoods.com,"Nispetiye Caddesi, Akmerkez Alisveris Merkez B Blok, Kat: 5, Etiler, Besiktas 34337 Istanbul Turkey","Mutlu Tanberk, Strategy and Marketing Division ManagerStrategy and Marketing Division ManagerCansu Ozdemir, Marketing SpecialistMarketing Specialist",+90 212 297 9232
157,ASTRONOVA GMBH,www.astronovaproductid.com,Waldstr. 70 63128 Dietzenbach Germany,"Monika Rogosic, Marketing Coordinator EMEAMarketing Coordinator EMEA",+49 6074 3102 520
158,ASYA PAMUK SAN. ÜRÜNLERI VE PAZ. TIC. LTD. STI.,www.luxpamuk.com.tr,"Keresteciler Sitesi Simsir Sk. No:7 34010 Merter-Güngören, Istanbul Turkey","Bülent Murat Ugur, Managing DirectorManaging DirectorZeynep Munyar, Export ManagerExport Manager",+90 212 506 62 62
159,ATAK FARMA KOZMETIK A.S.,www.atakfarma.com,Gazi Osman Paşa Osb Mah. 23. Sk. No: 12 A Cerkezkoy 59500 Tekirdag Turkey,"Cihan Kahraman, Export Area Sales ManagerExport Area Sales ManagerNihat Girgin, Export Area Sales ManagerExport Area Sales Manager",+90 533 636 61 40
160,ATHANASIOS D. KOUKOUTARIS S.A.,www.alfapastry.com/en,1st km. Kozani - Argilos Road 50100 Kozani Greece,"Hara Tragousti, International Operations CoordinatorInternational Operations CoordinatorAnna Tintzoglidou, International Business CoordinatorInternational Business Coordinator",+30 24610 42103
161,SIA ATLANTIKA INTERNATIONAL,www.atlantika.lv,"Surimi, Mucenieki 2137 Ropazu District Latvia","Maris Bakanovskas, Commercial DirectorCommercial DirectorVeronika Jerjomina, Purchasing ManagerPurchasing Manager",+37 166102172
162,ATLANTIQUE ALIMENTAIRE,www.atlantique-alimentaire.fr,2 Impasse Samuel de Champlain 17000 La Rochelle France,"Claire Thomas, Area Export ManagerArea Export ManagerAntoine Doré, General ManagerGeneral Manager",+33 5 46 43 54 85
163,ATOMIZER KOZMETIK A.S.,www.atomizer.com.tr,"Esenevler Mah., Korupark Sok. No:1 Umraniye 34762 Istanbul Turkey","Alptug Varis, Management RepresentativeManagement RepresentativeAlper Varis, Head of Sales and MarketingHead of Sales and Marketing",+90 216 316 7127
164,ATRIA FINLAND LTD,www.atriameat.com,Pl 900 60060 Atria Finland,"Niina Nuottivaara, Sales ManagerSales ManagerHanna Holtinkoski, Marketing ManagerMarketing Manager",+358 204 728 111
165,ATRIA SVERIGE AB,www.atria.se/export,Nellickevägen 20 41263 Gothenburg Sweden,"Jonas Björnson, Sales DirectorSales DirectorMalin Gerdén, Export ManagerExport Manager",+46 702 98 38 40
166,AUTOMATIQUE DISTRIBUTION AUDIS SAS,www.audis.fr,"3, Rue Jean Rédélé Parc Eurochannel 76370 Martin-Eglise France","Cyril Boddaert, Co-DirectorCo-Director",+33 232 1468 68
167,"AUGA GROUP, AB",www.augaorganics.com,"Konstitucijos pr. 21C, Quadrum North 12 Floor 08130 Vilnius Lithuania","Algirdas Vitkauskas, Marketing ManagerMarketing ManagerLaurynas Miskinis, Head of Organic Products R/D and CommerceHead of Organic Products R/D and Commerce",+370 5 233 5340
168,AUSNUTRIA PRIVATE LABEL B.V.,www.ausnutria-netherlands.com,Dokter van Deenweg 150 8025 BM Zwolle The Netherlands,"Jolinde Sauren, Account ManagerAccount ManagerRichard Koning, International Account ManagerInternational Account Manager",+31 88 116 36 00
169,AUSTRIAN FEDERAL ECONOMIC CHAMBER,www.advantageaustria.org/nl,Wiedner Hauptstrasse 63 1045 Vienna Austria,"Franz Ernstbrunner, Project ManagerProject Manager",+43 590900 3657
170,AUSTRIA PET FOOD GMBH,www.austriapetfood.at,Mach-Allee 2 7023 Pöttelsdorf Austria,"Bernd Berghofer, Chief Executive OfficerChief Executive OfficerBettina Lenz, Sales AssistantSales Assistant",+43 2626 21021 14
171,CONSERVAS DE AUTOR S.A.,www.autorfoods.com,"Carretera Arnedo Km1 25560 Autol, La Rioja Spain","Sanaa Autor Sbaiti, ComercialComercial",+34 941 390 016
172,AVACARE HEALTH NORTH AMERICA INC.,www.avacarenorthamerica.ca,103-3568 191 Street British Columbia V3Z 0P6 Surrey Canada,"Sidhartha Mishra, Chief Operations OfficerChief Operations Officer",+1 604 6120 734
173,AVEC B.V.,www.avec.nl,Veemarktstraat 20 5038 CV Tilburg The Netherlands,"Pascal Vriens, Project ManagerProject Manager",+31 132070800
174,AVENATUR,www.avenatur-oat.com,Aleksanterikatu 19 00100 Helsinki Finland,"David Peters, FounderFounderJanis Arbidans, FounderFounder",+44 7771 941154
175,AVIZOR S.A.,www.avizor.com,Calle La Cañada no 16 Torrejon de Ardoz 28850 Madrid Spain,"Miguel Angel Manrique, Sales and Marketing DirectorSales and Marketing DirectorVictor Herranz Garcia, Sales and Marketing CoordinatorSales and Marketing Coordinator",
176,AVO-WERKE AUGUST BEISSE GMBH,www.avo.de,Industriestrasse 7 49191 Belm Germany,"Guido Maßmann, Chief Executive OfficerChief Executive OfficerGuido Boberg, Marketing DirectorMarketing Director",+49 5406 5080
177,WALLONIA EXPORT & INVESTMENT AGENCY (AWEX),www.walfood.be,Place Sainctelette 2 1080 Brussels Belgium,"Maïté Ferreira de Crasto, Fairs and Events Project ManagerFairs and Events Project Manager",+32 2421 84 56
178,AXG INDUSTRIES SDN BHD,www.axg.com.my,"No. 3, Persiaran Perindustrian Kanthan 2 Kawasan Perindustrian Kanthan 31200 Chemor, Ipoh Malaysia","Chen Kuan Yeoh, DirectorDirectorMei Gee Yow, Senior ManagerSenior Manager",+60 55943888
179,AXOR S.R.L.,www.axor.net,Via Dell'Artigianato 8 35020 Pernumia (PD) Italy,"Luca Corona, CommercialeCommerciale",+39 0429 763476
180,AXXENT MASTERS IN TEA BV,www.masters-in-tea.com,Avelingen West 50 4202 MV Gorinchem The Netherlands,"Timothy Nuijen, Innovation ManagerInnovation ManagerPim Oostrom, Managing DirectorManaging Director",+31 183 407 495
181,"AZCÔA - AZEITES DO CÔA, LDA",www.azcoa.pt,"Rua da Fábrica, S/N Castelo Melhor 5150-118 Vila Nova de Foz Côa Portugal","Miguel Arouca, Commercial ManagerCommercial ManagerDinis Vilela, Export ManagerExport Manager",+351 279 718 030
182,BG-PRODUKT 1996,www.bgprodukt.rs,Omladinska 5 37000 Krusevac Serbia,"Milena Gasic, Administration AssistantAdministration AssistantBoban Gasic, Chief Executive OfficerChief Executive Officer",+381 37460461
183,BHI BIOHEALTH INTERNATIONAL GMBH,www.biohealth-int.com,Heinrich-Wirth-Straße 13 95213 Münchberg Germany,"Simone Tueckmantel, Sales ManagerSales ManagerHerbert Scharf, Sales ManagerSales Manager",+49 581 8060
184,B+S HAUSHALTWAREN GMBH,www.b-s-haushaltwaren.de,Straßburg 18 69483 Wald-Michelbach Germany,"Horst Schmitt, Sales ManagerSales ManagerKnut Heiligenthal, Sales ManagerSales Manager",+49 6207 6008 0
185,BAACKES & HEIMES GMBH,www.tilbury.de,Eintrachtstraße 43 41751 Viersen-Dülken Germany,"Stefan Welter, GeschäftsführerGeschäftsführerLars Olbertz, Vertriebsleiter LEHVertriebsleiter LEH",+49 2162 4892 0
186,"BAAECO V FOOD CO., LTD",www.baaeco.com,108/5 Moo 7 Klong-Ma-Dua Kratumban 74110 Samut Sakhon Thailand,"Palapas Turongpun, Marketing ManagerMarketing ManagerWichaidit Turongpun, Managing DirectorManaging Director",+66 8939 3991 4
187,BABY FOOD FACTORY D.O.O.,www.babyfoodfactory.com,"Maršala Tita 206, Dobanovci 11272 Belgrade Serbia","Milena Cvetkovic, Chief Operating OficerChief Operating OficerVukasin Cicmil, Business Development DirectorBusiness Development Director",+381 11 735 88 00
188,BACK II BASICS A/S,www.b11b.com,Nørrebrogade 24A 7100 Vejle Denmark,"Peder Barenholdt, PartnerPartnerMie Sandholdt, Graphic DesignerGraphic Designer",+45 75 72 13 55
189,BACK SHOP TIEFKÜHL GMBH,www.backshop-tk.de,Leverkusenstraße 54 22761 Hamburg Germany,"Andreas Wollge, Sales Area Manager InternationalSales Area Manager InternationalStefan Winter, Sales Area Manager InternationalSales Area Manager International",+49 40 523 876 0
190,BADEMEISTEREI MANUFAKTUR GMBH,www.bademeisterei.com,Schildbach 209 8320 Hartberg Austria,"Alexander Kraml, Sales ManagerSales ManagerChristoph Roman Dorn, Chief Executive OfficerChief Executive Officer",+43 676 350 8633
191,BAKELS,www.bakelssweden.se,P.O. Box 13099 402 52 Gothenburg Sweden,"Maurice van Tongeren, Director Export Cluster NorthDirector Export Cluster North",+46 31 755 35 01
192,BAKERMAN GMBH & CO. KG,www.bakerman.de,Düppelstraße 17 48599 Gronau Germany,"Lars Feldhues, Head of ExportHead of ExportAleksandra Reimann, Head of MarketingHead of Marketing",+49 2562 908105 0
193,BAKERY WORLD HUNGARY KFT.,www.roofoods.com,Besence utca 4-6. 1186 Budapest Hungary,"Márton Sárközi, General ManagerGeneral ManagerEdwin Rooswinkel, Chief Executive OfficerChief Executive Officer",+36 309717687
194,BAKOMA SP. Z O.O.,www.bakoma.pl,Ul. Polczynska 97A 01-303 Warszawa Poland,"Dominik Dys, Export DirectorExport DirectorTeresa Wilamowska, Export ManagerExport Manager",+48 225329700
195,BALBIINO AS,www.balbiino.ee,Viljandi mnt 26 11217 Tallinn Estonia,"Ivo Orav, Export ManagerExport ManagerStiina Ottender, Export ManagerExport Manager",+372 6515 900
196,BALMY TUKETIM UIRUNLERI SAN. A.S.,www.balmynaturel.com,Cevizli Mah. Hizir Reis Sok. No: 6D Kat: 2 34846 Istanbul Turkey,"Kahraman Osman Can, Business Development ManagerBusiness Development ManagerDursun Bozkurt, Export Import ManagerExport Import Manager",+90 5379512441
197,BALOGLU GIDA TARIM ÜR. AKAR. MOT. ARAC. SAN. TIC. LTD. STI.,www.baloglugida.com.tr,"OSB, 302 Cad. No:1 Salihli 45300 Manisa Turkey","Nihat Alkent, Factory ManagerFactory ManagerTugba Alkent, Operation ManagerOperation Manager",+90 236 742 5107
198,AS BALSNACK INTERNATIONAL HOLDING,www.balsnack.ee,"Mõisa tee 11, Ääsmäe 76402 Saue vald, Harjumaa Estonia","Marko Utsar, Export DirectorExport Director",+372 672 8980
199,BALTIC CANDLES LTD.,www.balticcandles.com,Uzvaras street 22 3701 Dobele Latvia,"Raivis Stols, Sales ChiefSales Chief",+371 63 707013
200,A/S BALTICOVO,www.balticovo.com,"Administrativa eka Iecava Parish, Bauska County 3913 Iecava Latvia","Lauris Krastkalns, Head of Export DivisionHead of Export DivisionAgnese Krigerte, Marketing ManagerMarketing Manager",+371 639 438 34
201,BALTUSSEN KONSERVENFABRIEK N.V.,www.baltussen.nl,Honingveldsestraat 7 6665 CA Driel The Netherlands,"Luuk Walraven, Junior Sales ManagerJunior Sales ManagerArie Ermstrang, Sales ManagerSales Manager",+31 26 474 2114
202,BALVITEN GLUTENFREE SP. Z O.O. SP.K.,www.balviten.com,Ul. Fabryczna 5 41-100 Siemianowice Slaskie Poland,"Ireneusz Hadyk, Sales ManagerSales ManagerPaweł Kopernok, Export ManagerExport Manager",+48 322 201 414
203,BANDALL INTERNATIONAL,www.bandall.com,Damzigt 45 3454 PS De Meern - Utrecht The Netherlands,"Bram van Roosmalen, Managing DirectorManaging DirectorMaartje Vermetten, Event CoordinatorEvent Coordinator",+31 348 431 520
204,SIA BANGA LTD,www.banga-seafood.com,Akas street 74B 3264 Roja Latvia,"Marcis Berzins, Corporate Relationship ManagerCorporate Relationship ManagerArvis Grinitis, Corporate Relationship ManagerCorporate Relationship Manager",+371 202 29207
205,BAR NAR,www.barnar.net,38 Majke Jevrosime St. 11000 Belgrade Serbia,"Danilo Nikezic, General ManagerGeneral Manager",+381 11 6558 555
206,BARAN PLASTIC CLEANING COSMETIC PRODUCTS,www.baranplastik.com.tr,Çarşı Mah. Kartal Cad.Kastelli San. Sit. B/blok No:30 Yakacık/Kartal 34876 Istanbul Turkey,"Ebru Kirca, Export ExecutiveExport ExecutiveBaran Özgülük, OwnerOwner",+90 2662396161
207,BARONIE BELGIUM N.V.,www.baronie.com,Kolvestraat 70 8000 Brugge Belgium,"Marleen Vermeij, International Business DevelopmentInternational Business Development",+32 50 45 00 20
208,BARON INTERNATIONAL D.O.O.,www.touchedbynature.eu,Obrežje 4 1433 Radeče Slovenia,"Nadide Iršič, Export ManagerExport ManagerMatjaz Irsic, Managing DirectorManaging Director",+386 356 80 851
209,BARTHELS-FELDHOFF GMBH & CO. KG,www.barthels-feldhoff.de,Braendstroemstrasse 9-11 42289 Wuppertal Germany,"Stefan Wieferig, Division ManagerDivision ManagerAdrian Ksol, Key Account ManagerKey Account Manager",+49 202 6479567
210,SET BARTLOMIEJ PANKOWSKI,www.panko.pl,Polna 9g 05-500 Mysiadło Poland,"Aleksandra Bajko, Sales DirectorSales DirectorBartłomiej Pankowski, OwnerOwner",+48 609297779
211,SADECKI BARTNIK HONEY,www.bartnik.pl,Stroze 235 33-331 Stroze Poland,"Krzysztof Kasztelewicz, Chief Executive OfficerChief Executive OfficerMarta Kaminska, Export Sales ManagerExport Sales Manager",+48 18 445 18 81
212,BATEEL INTERNATIONAL LLC,www.jomara.com,"Business Central Towers, Tower B 33rd Floor 7634 Dubai United Arab Emirates","Mario Moreira, DirectorDirectorBilal Kurjie, DirectorDirector",+971 506825141
213,"BATERIE CENTRUM, S.R.O.",www.bateriecentrum.cz,Ricni 974 73932 Vratimov Czech Republic,"Tomas Macek, Chief Executive OfficerChief Executive OfficerGanco Gancev, Export ManagerExport Manager",+420 605 249 500
214,BATOOK CHEWING GUM INDUSTRIES,www.batook.com,2nd Industrial City 31952 Dammam Saudi Arabia,"Ali Alnemer, Brand ManagerBrand Manager",+966 138121245
215,BAUCK GMBH,www.bauckhof.de,Duhenweitz 4 29571 Rosche Germany,"Meike Sueltemeier, Marketing LeaderMarketing Leader",+49 5803 9873 749
216,PRIVATMOLKEREI BAUER GMBH & CO. KG,www.bauer-natur.de,Molkerei-Bauer-Str. 1-10 83512 Wasserburg/Inn Germany,"Ingo Besemer, Export DirectorExport Director",+49 8071 109 0
217,BAZA,www.baza.nl,Smaragdweg 5 1812 RJ Alkmaar The Netherlands,"Ronald van den Bos, SalesSalesBert Bakker, DirectorDirector",+31 63000 3838
218,BEAFORM SAGLIK URUNLERI AS,www.beapharma.com,Orhanli Mah Demokrasi Cad. No 73 Tuzla 34956 Istanbul Turkey,"Murat Goc, Chief Executive OfficerChief Executive Officer",+90 5325258501
