,Company Name,Located,Comapany Website,Details
224,ECHEMI ,C150 China,http://www.echemi.com,"ECHEMI --- The name is originated from the abbreviation of “E-commerce of chemical”. ECHEMI Group is a chemical supply chain service company headquartered in Hong Kong, providing chemical raw materials supply, research and analysis,digital solutions,marketing, distribution, logistics, e-commerce and after-sales services. ECHEMI Group Ranked 66 in ICIS Top 100 Chemical Distributors in 2020. At present, the product ranges mainly cover paint & coating, food & nutrition, fine chemical, pharmaceutical. Now ECHEMI offices located more than 17 countries worldwide including Netherland, Germany, USA, Pacific Asia, Latin America, Africa to focus on supply chain services, optimization and management efficiency, providing better products and services. In Europe, ECHEMI Europe B.V. office located in The Netherlands with warehouses, the team is providinig local services. Welcome to register mall.echemi.com for quick checking all ingredients inventory info!"
225,Ecomundo ,K123 France,http://www.ecomundo.eu/en/food-supplements-regulation,"EcoMundo is a specialist in chemical substances, their action on human health and the environment as well as the international regulations that govern chemical risk (Food, Cosmetics and OTCs, REACH Regulation, CLP, Biocides, etc.).EcoMundo's experts provide you with a full service to ensure the compliance of your food supplements in the EU (e.g formula review, labelling review, certificate of compliance for online retailing...) and at an international level (US, Canadian market...)"
226,Ecuadorian Rainforest LLC ,B126 United States of America,https://www.intotherainforest.com/,"In 1997, Ecuadorian Rainforest LLC (ER) opened its doors as a supplier of all natural fruit, herb, marine, spice and vegetable ingredients from South America and Beyond. Today, ER remains as one of the industry’s most reliable suppliers of all nutraceutical ingredients. With over 25 years of experience working with a variety of natural ingredients, ER can bring your natural product idea to life."
227,EDGE Pharma sp z o.o. ,M41 Poland,-,-
228,Eggnovo SL ,E141 Spain,https://eggnovo.com/ingredients/,"We founded EGGNOVO under the commitment to embrace the circular economy. We source eggshells. Then avoiding any chemicals, we separate the eggshell from the membrane and give this source a new life.Numerous studies support the beneficial properties, Our 100% natural ingredients have in our pets & animals. We come to present: Ovomet®, Ovoderm®, Ovopet® and Ovocet®.Ovoderm® - Veggie collagen - is a prodigy of nature acting from inside out, an incredibly powerful ingredient science-backed, that on top of collagen type I, V, X, contains hyaluronic acid and elastin,. A holistic beauty care in one single ingredient. Skin, hair and nail care based on eggshell membrane.Ovocet® Natural source of calcium, magnesium, phosphorus, strontium., based on eggshell. It supports bone health, ensuring an adequate intake of a high digestibility source of calcium."
229,Ekberg Emballage Ab ,J230 Sweden,http://www.ekbergemballage.se,Innovative packaging company since 1949 with unique and many patented solutions
230,Elaborados Dieteticos S.A.U. ,N94 Spain,-,-
231,Elementa ,L123 France,https://www.elementa-ingredients.com/en/,"Elementa is a specialist supplier for health ingredients designed for producers of food supplements, infant formula and dietary products in France, Benelux and Spain."
232,ELLINIKI ETAIREIA FYSIKONSYMPLIROMATON DIATROFIS ,M60 Greece,-,-
233,EMBO CAPS® by Suheung ,A110 Germany,http://www.vgcapsule.com,"Companies that want the best use Embocaps® by Suheung Empty Hard Capsules. Industry benchmark for capsule filling performance. Est 1973, third largest capsule supplier globally, publicly traded, same ownership since inception, vertically integrated. Supplying all major markets. Ask us about the FDA clarification on the simplicity of changing capsule suppliers in registered products. 000 thru 5 available in various shell composition and functional combinations ·"
234,EmergoPharm Sp. z o.o. Sp. K. ,N42 Poland,http://emergopharm.com/,"EmergoPharm is a pharmaceutical company offering RESEARCH, DEVELOPMENT & SUPPLY in the areas of: Medical Devices, Dietary Supplements and Cosmetics.EmergoPharm has cooperated successfully with small & medium sized companies as well as big multinationals, supplying them with products and services."
235,EMPWR ,K190 Belgium,https://www.empwrnutrition.com/,"Custom-made protein barsOur products co-build their reputation of having best in class protein bars in terms of taste, texture and quality throughout the shelf life, resulting in consumer desire and high sales.We discovered how to make our protein bars low in sugar and incredibly tasty. We continuously strive to make them even healthier and tastier."
236,EMPWR ,Belgium,-,-
237,Enable Innovations Srl ,M240 Italy,http://www.enableinnovations.it,"Enable Innovations S.r.l. was founded in 2010 with the aim to study and develop new and innovative products in the field of Pharma and Medical Devices so as to improve the state of the art both for the patients and for the specialists.The activity of Enable Innovations is focused on sterile liquid products and in particular on the preparation and filling in aseptic conditions of solutions into small volume plastic containers such as single dose vials, multidose preservative free dropper bottles and preservative free sprays.Enable Innovations is certified ISO 13485:2016 and ISO 9001:2015 and operates according to European GMP."
